src,dst,triangle,2-star,4-clique,4-chordal-cycle,4-tailed-triangle,4-cycle,3-star,4-path
269,1258,0,1056,0,0,0,8,545545,11487
269,1258,0,1056,0,0,0,8,545545,11487
242,1258,0,1056,0,0,0,12,545545,11483
242,1258,0,1056,0,0,0,12,545545,11483
200,1258,0,1056,0,0,0,60,545545,11435
200,1258,0,1056,0,0,0,60,545545,11435
190,1258,0,1056,0,0,0,48,545545,11447
190,1258,0,1056,0,0,0,48,545545,11447
101,1258,2,1052,0,1,0,168,543439,9219
101,1258,2,1052,0,1,0,168,543439,9219
1323,1258,1,1052,0,0,0,84,544474,8268
1571,1258,2,1050,0,1,0,84,543424,7217
2184,1258,0,1054,0,0,0,36,545526,9369
2738,1258,0,1054,0,0,0,0,545526,9405
2752,1258,0,1054,0,0,0,4,545526,9401
2854,1258,2,1050,0,1,0,96,543424,7205
3011,1258,2,1050,0,1,0,178,543424,7123
1323,1258,1,1052,0,0,0,84,544474,8268
1571,1258,2,1050,0,1,0,84,543424,7217
2184,1258,0,1054,0,0,0,36,545526,9369
2738,1258,0,1054,0,0,0,0,545526,9405
2752,1258,0,1054,0,0,0,4,545526,9401
2854,1258,2,1050,0,1,0,96,543424,7205
3011,1258,2,1050,0,1,0,178,543424,7123
1183,1258,0,1054,0,0,0,12,545526,9393
1183,1258,0,1054,0,0,0,12,545526,9393
1056,1258,0,1054,0,0,0,16,545526,9389
1056,1258,0,1054,0,0,0,16,545526,9389
546,1258,0,1054,0,0,0,32,545526,9373
546,1258,0,1054,0,0,0,32,545526,9373
310,1258,0,1054,0,0,0,116,545526,9289
310,1258,0,1054,0,0,0,116,545526,9289
223,1258,0,1054,0,0,0,28,545526,9377
223,1258,0,1054,0,0,0,28,545526,9377
162,1258,0,1054,0,0,0,16,545526,9389
162,1258,0,1054,0,0,0,16,545526,9389
115,1258,1,1052,0,0,0,104,544474,8248
115,1258,1,1052,0,0,0,104,544474,8248
1555,1258,0,1052,0,0,0,12,545511,7303
2478,1258,0,1052,0,0,0,12,545511,7303
2595,1258,0,1052,0,0,0,36,545511,7279
2814,1258,1,1050,0,0,0,76,544461,6188
2848,1258,2,1048,0,1,0,12,543413,5203
2852,1258,0,1052,0,0,0,80,545511,7235
3096,1258,2,1048,0,1,0,74,543413,5141
3154,1258,1,1050,0,0,0,180,544461,6084
1555,1258,0,1052,0,0,0,12,545511,7303
2478,1258,0,1052,0,0,0,12,545511,7303
2595,1258,0,1052,0,0,0,36,545511,7279
2814,1258,1,1050,0,0,0,76,544461,6188
2848,1258,2,1048,0,1,0,12,543413,5203
2852,1258,0,1052,0,0,0,80,545511,7235
3096,1258,2,1048,0,1,0,74,543413,5141
3154,1258,1,1050,0,0,0,180,544461,6084
1230,1258,0,1052,0,0,0,24,545511,7291
1230,1258,0,1052,0,0,0,24,545511,7291
972,1258,1,1050,0,0,0,48,544461,6216
972,1258,1,1050,0,0,0,48,544461,6216
895,1258,1,1050,0,0,0,12,544461,6252
895,1258,1,1050,0,0,0,12,544461,6252
808,1258,0,1052,0,0,0,60,545511,7255
808,1258,0,1052,0,0,0,60,545511,7255
609,1258,1,1050,0,0,0,4,544461,6260
609,1258,1,1050,0,0,0,4,544461,6260
540,1258,1,1050,0,0,0,20,544461,6244
540,1258,1,1050,0,0,0,20,544461,6244
367,1258,0,1052,0,0,0,4,545511,7311
367,1258,0,1052,0,0,0,4,545511,7311
1345,1258,1,1048,0,0,0,8,544452,4168
1510,1258,0,1050,0,0,0,0,545500,5225
1901,1258,0,1050,0,0,0,0,545500,5225
1947,1258,0,1050,0,0,0,0,545500,5225
2052,1258,0,1050,0,0,0,8,545500,5217
2122,1258,0,1050,0,0,0,72,545500,5153
2410,1258,1,1048,0,0,0,0,544452,4176
2414,1258,0,1050,0,0,0,12,545500,5213
2534,1258,0,1050,0,0,0,0,545500,5225
2599,1258,0,1050,0,0,0,32,545500,5193
2609,1258,0,1050,0,0,0,0,545500,5225
2813,1258,1,1048,0,0,0,16,544452,4160
2819,1258,0,1050,0,0,0,76,545500,5149
2855,1258,1,1048,0,0,0,36,544452,4140
2889,1258,1,1048,0,0,0,36,544452,4140
3112,1258,0,1050,0,0,0,184,545500,5041
3198,1258,2,1046,0,1,0,0,543406,3129
1345,1258,1,1048,0,0,0,8,544452,4168
1510,1258,0,1050,0,0,0,0,545500,5225
1901,1258,0,1050,0,0,0,0,545500,5225
1947,1258,0,1050,0,0,0,0,545500,5225
2052,1258,0,1050,0,0,0,8,545500,5217
2122,1258,0,1050,0,0,0,72,545500,5153
2410,1258,1,1048,0,0,0,0,544452,4176
2414,1258,0,1050,0,0,0,12,545500,5213
2534,1258,0,1050,0,0,0,0,545500,5225
2599,1258,0,1050,0,0,0,32,545500,5193
2609,1258,0,1050,0,0,0,0,545500,5225
2813,1258,1,1048,0,0,0,16,544452,4160
2819,1258,0,1050,0,0,0,76,545500,5149
2855,1258,1,1048,0,0,0,36,544452,4140
2889,1258,1,1048,0,0,0,36,544452,4140
3112,1258,0,1050,0,0,0,184,545500,5041
3198,1258,2,1046,0,1,0,0,543406,3129
765,1258,0,1050,0,0,0,88,545500,5137
765,1258,0,1050,0,0,0,88,545500,5137
735,1258,1,1048,0,0,0,40,544452,4136
735,1258,1,1048,0,0,0,40,544452,4136
719,1258,0,1050,0,0,0,44,545500,5181
719,1258,0,1050,0,0,0,44,545500,5181
507,1258,0,1050,0,0,0,0,545500,5225
507,1258,0,1050,0,0,0,0,545500,5225
503,1258,0,1050,0,0,0,4,545500,5221
503,1258,0,1050,0,0,0,4,545500,5221
480,1258,0,1050,0,0,0,48,545500,5177
480,1258,0,1050,0,0,0,48,545500,5177
407,1258,0,1050,0,0,0,64,545500,5161
407,1258,0,1050,0,0,0,64,545500,5161
333,1258,0,1050,0,0,0,8,545500,5217
333,1258,0,1050,0,0,0,8,545500,5217
260,1258,0,1050,0,0,0,4,545500,5221
260,1258,0,1050,0,0,0,4,545500,5221
246,1258,0,1050,0,0,0,4,545500,5221
246,1258,0,1050,0,0,0,4,545500,5221
111,1258,0,1050,0,0,0,52,545500,5173
111,1258,0,1050,0,0,0,52,545500,5173
63,1258,0,1050,0,0,0,4,545500,5221
63,1258,0,1050,0,0,0,4,545500,5221
1276,1258,0,1048,0,0,0,4,545493,3131
1283,1258,0,1048,0,0,0,0,545493,3135
1312,1258,1,1046,0,0,0,0,544447,2088
1314,1258,0,1048,0,0,0,0,545493,3135
1365,1258,0,1048,0,0,0,8,545493,3127
1379,1258,0,1048,0,0,0,12,545493,3123
1388,1258,0,1048,0,0,0,12,545493,3123
1478,1258,0,1048,0,0,0,0,545493,3135
1484,1258,0,1048,0,0,0,4,545493,3131
1516,1258,0,1048,0,0,0,4,545493,3131
1538,1258,0,1048,0,0,0,0,545493,3135
1622,1258,0,1048,0,0,0,0,545493,3135
1686,1258,0,1048,0,0,0,12,545493,3123
1711,1258,0,1048,0,0,0,12,545493,3123
1761,1258,0,1048,0,0,0,0,545493,3135
1817,1258,0,1048,0,0,0,0,545493,3135
1848,1258,0,1048,0,0,0,4,545493,3131
1922,1258,0,1048,0,0,0,4,545493,3131
1962,1258,0,1048,0,0,0,8,545493,3127
2039,1258,0,1048,0,0,0,0,545493,3135
2054,1258,0,1048,0,0,0,4,545493,3131
2098,1258,0,1048,0,0,0,0,545493,3135
2111,1258,0,1048,0,0,0,24,545493,3111
2140,1258,0,1048,0,0,0,24,545493,3111
2196,1258,0,1048,0,0,0,0,545493,3135
2213,1258,1,1046,0,0,0,0,544447,2088
2248,1258,0,1048,0,0,0,0,545493,3135
2251,1258,0,1048,0,0,0,0,545493,3135
2271,1258,0,1048,0,0,0,4,545493,3131
2311,1258,0,1048,0,0,0,48,545493,3087
2352,1258,0,1048,0,0,0,48,545493,3087
2386,1258,0,1048,0,0,0,20,545493,3115
2400,1258,0,1048,0,0,0,0,545493,3135
2424,1258,0,1048,0,0,0,4,545493,3131
2453,1258,0,1048,0,0,0,0,545493,3135
2461,1258,0,1048,0,0,0,0,545493,3135
2519,1258,0,1048,0,0,0,8,545493,3127
2525,1258,0,1048,0,0,0,0,545493,3135
2549,1258,0,1048,0,0,0,0,545493,3135
2573,1258,0,1048,0,0,0,0,545493,3135
2597,1258,0,1048,0,0,0,4,545493,3131
2618,1258,0,1048,0,0,0,4,545493,3131
2641,1258,0,1048,0,0,0,4,545493,3131
2647,1258,0,1048,0,0,0,4,545493,3131
2649,1258,0,1048,0,0,0,4,545493,3131
2657,1258,1,1046,0,0,0,0,544447,2088
2673,1258,0,1048,0,0,0,0,545493,3135
2677,1258,0,1048,0,0,0,0,545493,3135
2700,1258,0,1048,0,0,0,0,545493,3135
2764,1258,0,1048,0,0,0,0,545493,3135
2841,1258,0,1048,0,0,0,8,545493,3127
2893,1258,0,1048,0,0,0,60,545493,3075
2908,1258,0,1048,0,0,0,48,545493,3087
2915,1258,0,1048,0,0,0,36,545493,3099
3015,1258,0,1048,0,0,0,108,545493,3027
3016,1258,1,1046,0,0,0,0,544447,2088
3055,1258,0,1048,0,0,0,0,545493,3135
3101,1258,0,1048,0,0,0,108,545493,3027
3108,1258,1,1046,0,0,0,0,544447,2088
3117,1258,1,1046,0,0,0,0,544447,2088
3172,1258,0,1048,0,0,0,108,545493,3027
3243,1258,1,1046,0,0,0,0,544447,2088
1276,1258,0,1048,0,0,0,4,545493,3131
1283,1258,0,1048,0,0,0,0,545493,3135
1312,1258,1,1046,0,0,0,0,544447,2088
1314,1258,0,1048,0,0,0,0,545493,3135
1365,1258,0,1048,0,0,0,8,545493,3127
1379,1258,0,1048,0,0,0,12,545493,3123
1388,1258,0,1048,0,0,0,12,545493,3123
1478,1258,0,1048,0,0,0,0,545493,3135
1484,1258,0,1048,0,0,0,4,545493,3131
1516,1258,0,1048,0,0,0,4,545493,3131
1538,1258,0,1048,0,0,0,0,545493,3135
1622,1258,0,1048,0,0,0,0,545493,3135
1686,1258,0,1048,0,0,0,12,545493,3123
1711,1258,0,1048,0,0,0,12,545493,3123
1761,1258,0,1048,0,0,0,0,545493,3135
1817,1258,0,1048,0,0,0,0,545493,3135
1848,1258,0,1048,0,0,0,4,545493,3131
1922,1258,0,1048,0,0,0,4,545493,3131
1962,1258,0,1048,0,0,0,8,545493,3127
2039,1258,0,1048,0,0,0,0,545493,3135
2054,1258,0,1048,0,0,0,4,545493,3131
2098,1258,0,1048,0,0,0,0,545493,3135
2111,1258,0,1048,0,0,0,24,545493,3111
2140,1258,0,1048,0,0,0,24,545493,3111
2196,1258,0,1048,0,0,0,0,545493,3135
2213,1258,1,1046,0,0,0,0,544447,2088
2248,1258,0,1048,0,0,0,0,545493,3135
2251,1258,0,1048,0,0,0,0,545493,3135
2271,1258,0,1048,0,0,0,4,545493,3131
2311,1258,0,1048,0,0,0,48,545493,3087
2352,1258,0,1048,0,0,0,48,545493,3087
2386,1258,0,1048,0,0,0,20,545493,3115
2400,1258,0,1048,0,0,0,0,545493,3135
2424,1258,0,1048,0,0,0,4,545493,3131
2453,1258,0,1048,0,0,0,0,545493,3135
2461,1258,0,1048,0,0,0,0,545493,3135
2519,1258,0,1048,0,0,0,8,545493,3127
2525,1258,0,1048,0,0,0,0,545493,3135
2549,1258,0,1048,0,0,0,0,545493,3135
2573,1258,0,1048,0,0,0,0,545493,3135
2597,1258,0,1048,0,0,0,4,545493,3131
2618,1258,0,1048,0,0,0,4,545493,3131
2641,1258,0,1048,0,0,0,4,545493,3131
2647,1258,0,1048,0,0,0,4,545493,3131
2649,1258,0,1048,0,0,0,4,545493,3131
2657,1258,1,1046,0,0,0,0,544447,2088
2673,1258,0,1048,0,0,0,0,545493,3135
2677,1258,0,1048,0,0,0,0,545493,3135
2700,1258,0,1048,0,0,0,0,545493,3135
2764,1258,0,1048,0,0,0,0,545493,3135
2841,1258,0,1048,0,0,0,8,545493,3127
2893,1258,0,1048,0,0,0,60,545493,3075
2908,1258,0,1048,0,0,0,48,545493,3087
2915,1258,0,1048,0,0,0,36,545493,3099
3015,1258,0,1048,0,0,0,108,545493,3027
3016,1258,1,1046,0,0,0,0,544447,2088
3055,1258,0,1048,0,0,0,0,545493,3135
3101,1258,0,1048,0,0,0,108,545493,3027
3108,1258,1,1046,0,0,0,0,544447,2088
3117,1258,1,1046,0,0,0,0,544447,2088
3172,1258,0,1048,0,0,0,108,545493,3027
3243,1258,1,1046,0,0,0,0,544447,2088
1159,1258,0,1048,0,0,0,0,545493,3135
1159,1258,0,1048,0,0,0,0,545493,3135
1105,1258,0,1048,0,0,0,24,545493,3111
1105,1258,0,1048,0,0,0,24,545493,3111
1057,1258,0,1048,0,0,0,4,545493,3131
1057,1258,0,1048,0,0,0,4,545493,3131
967,1258,0,1048,0,0,0,0,545493,3135
967,1258,0,1048,0,0,0,0,545493,3135
891,1258,0,1048,0,0,0,0,545493,3135
891,1258,0,1048,0,0,0,0,545493,3135
737,1258,0,1048,0,0,0,40,545493,3095
737,1258,0,1048,0,0,0,40,545493,3095
574,1258,0,1048,0,0,0,0,545493,3135
574,1258,0,1048,0,0,0,0,545493,3135
532,1258,0,1048,0,0,0,4,545493,3131
532,1258,0,1048,0,0,0,4,545493,3131
459,1258,0,1048,0,0,0,8,545493,3127
459,1258,0,1048,0,0,0,8,545493,3127
415,1258,0,1048,0,0,0,0,545493,3135
415,1258,0,1048,0,0,0,0,545493,3135
363,1258,0,1048,0,0,0,0,545493,3135
363,1258,0,1048,0,0,0,0,545493,3135
332,1258,0,1048,0,0,0,4,545493,3131
332,1258,0,1048,0,0,0,4,545493,3131
326,1258,0,1048,0,0,0,0,545493,3135
326,1258,0,1048,0,0,0,0,545493,3135
266,1258,0,1048,0,0,0,0,545493,3135
266,1258,0,1048,0,0,0,0,545493,3135
257,1258,0,1048,0,0,0,4,545493,3131
257,1258,0,1048,0,0,0,4,545493,3131
84,1258,0,1048,0,0,0,8,545493,3127
84,1258,0,1048,0,0,0,8,545493,3127
2917,1258,0,1046,0,0,0,0,545490,1045
2918,1258,0,1046,0,0,0,0,545490,1045
2919,1258,0,1046,0,0,0,0,545490,1045
2920,1258,0,1046,0,0,0,0,545490,1045
2921,1258,0,1046,0,0,0,0,545490,1045
2922,1258,0,1046,0,0,0,0,545490,1045
2923,1258,0,1046,0,0,0,0,545490,1045
2924,1258,0,1046,0,0,0,0,545490,1045
2925,1258,0,1046,0,0,0,0,545490,1045
2926,1258,0,1046,0,0,0,0,545490,1045
2927,1258,0,1046,0,0,0,0,545490,1045
2928,1258,0,1046,0,0,0,0,545490,1045
2929,1258,0,1046,0,0,0,0,545490,1045
2930,1258,0,1046,0,0,0,0,545490,1045
2931,1258,0,1046,0,0,0,0,545490,1045
2932,1258,0,1046,0,0,0,0,545490,1045
2933,1258,0,1046,0,0,0,0,545490,1045
2934,1258,0,1046,0,0,0,0,545490,1045
2935,1258,0,1046,0,0,0,0,545490,1045
2936,1258,0,1046,0,0,0,0,545490,1045
2937,1258,0,1046,0,0,0,0,545490,1045
2938,1258,0,1046,0,0,0,0,545490,1045
2939,1258,0,1046,0,0,0,0,545490,1045
2940,1258,0,1046,0,0,0,0,545490,1045
2941,1258,0,1046,0,0,0,0,545490,1045
2942,1258,0,1046,0,0,0,0,545490,1045
2943,1258,0,1046,0,0,0,0,545490,1045
2944,1258,0,1046,0,0,0,0,545490,1045
2945,1258,0,1046,0,0,0,0,545490,1045
2946,1258,0,1046,0,0,0,0,545490,1045
2947,1258,0,1046,0,0,0,0,545490,1045
2948,1258,0,1046,0,0,0,0,545490,1045
2949,1258,0,1046,0,0,0,0,545490,1045
2950,1258,0,1046,0,0,0,0,545490,1045
2951,1258,0,1046,0,0,0,0,545490,1045
2952,1258,0,1046,0,0,0,0,545490,1045
2953,1258,0,1046,0,0,0,0,545490,1045
2954,1258,0,1046,0,0,0,0,545490,1045
2955,1258,0,1046,0,0,0,0,545490,1045
2956,1258,0,1046,0,0,0,0,545490,1045
2957,1258,0,1046,0,0,0,0,545490,1045
2958,1258,0,1046,0,0,0,0,545490,1045
2959,1258,0,1046,0,0,0,0,545490,1045
2960,1258,0,1046,0,0,0,0,545490,1045
2961,1258,0,1046,0,0,0,0,545490,1045
2962,1258,0,1046,0,0,0,0,545490,1045
2963,1258,0,1046,0,0,0,0,545490,1045
2964,1258,0,1046,0,0,0,0,545490,1045
2965,1258,0,1046,0,0,0,0,545490,1045
2966,1258,0,1046,0,0,0,0,545490,1045
2967,1258,0,1046,0,0,0,0,545490,1045
2968,1258,0,1046,0,0,0,0,545490,1045
2969,1258,0,1046,0,0,0,0,545490,1045
2970,1258,0,1046,0,0,0,0,545490,1045
2971,1258,0,1046,0,0,0,0,545490,1045
2972,1258,0,1046,0,0,0,0,545490,1045
2973,1258,0,1046,0,0,0,0,545490,1045
2974,1258,0,1046,0,0,0,0,545490,1045
2975,1258,0,1046,0,0,0,0,545490,1045
2976,1258,0,1046,0,0,0,0,545490,1045
2977,1258,0,1046,0,0,0,0,545490,1045
2978,1258,0,1046,0,0,0,0,545490,1045
2979,1258,0,1046,0,0,0,0,545490,1045
2980,1258,0,1046,0,0,0,0,545490,1045
2981,1258,0,1046,0,0,0,0,545490,1045
2982,1258,0,1046,0,0,0,0,545490,1045
2983,1258,0,1046,0,0,0,0,545490,1045
2984,1258,0,1046,0,0,0,0,545490,1045
2985,1258,0,1046,0,0,0,0,545490,1045
2986,1258,0,1046,0,0,0,0,545490,1045
2987,1258,0,1046,0,0,0,0,545490,1045
2989,1258,0,1046,0,0,0,0,545490,1045
2990,1258,0,1046,0,0,0,0,545490,1045
2991,1258,0,1046,0,0,0,0,545490,1045
2992,1258,0,1046,0,0,0,0,545490,1045
2993,1258,0,1046,0,0,0,0,545490,1045
2994,1258,0,1046,0,0,0,0,545490,1045
2995,1258,0,1046,0,0,0,0,545490,1045
2996,1258,0,1046,0,0,0,0,545490,1045
2997,1258,0,1046,0,0,0,0,545490,1045
2998,1258,0,1046,0,0,0,0,545490,1045
2999,1258,0,1046,0,0,0,0,545490,1045
3000,1258,0,1046,0,0,0,0,545490,1045
3001,1258,0,1046,0,0,0,0,545490,1045
3002,1258,0,1046,0,0,0,0,545490,1045
3003,1258,0,1046,0,0,0,0,545490,1045
3004,1258,0,1046,0,0,0,0,545490,1045
3005,1258,0,1046,0,0,0,0,545490,1045
3006,1258,0,1046,0,0,0,0,545490,1045
3007,1258,0,1046,0,0,0,0,545490,1045
3008,1258,0,1046,0,0,0,0,545490,1045
3009,1258,0,1046,0,0,0,0,545490,1045
3010,1258,0,1046,0,0,0,0,545490,1045
3012,1258,0,1046,0,0,0,0,545490,1045
3013,1258,0,1046,0,0,0,0,545490,1045
3014,1258,0,1046,0,0,0,0,545490,1045
3017,1258,0,1046,0,0,0,0,545490,1045
3018,1258,0,1046,0,0,0,0,545490,1045
3019,1258,0,1046,0,0,0,0,545490,1045
3020,1258,0,1046,0,0,0,0,545490,1045
3021,1258,0,1046,0,0,0,0,545490,1045
3022,1258,0,1046,0,0,0,0,545490,1045
3023,1258,0,1046,0,0,0,0,545490,1045
3024,1258,0,1046,0,0,0,0,545490,1045
3025,1258,0,1046,0,0,0,0,545490,1045
3026,1258,0,1046,0,0,0,0,545490,1045
3027,1258,0,1046,0,0,0,0,545490,1045
3028,1258,0,1046,0,0,0,0,545490,1045
3029,1258,0,1046,0,0,0,0,545490,1045
3030,1258,0,1046,0,0,0,0,545490,1045
3031,1258,0,1046,0,0,0,0,545490,1045
3032,1258,0,1046,0,0,0,0,545490,1045
3033,1258,0,1046,0,0,0,0,545490,1045
3034,1258,0,1046,0,0,0,0,545490,1045
3035,1258,0,1046,0,0,0,0,545490,1045
3036,1258,0,1046,0,0,0,0,545490,1045
3037,1258,0,1046,0,0,0,0,545490,1045
3038,1258,0,1046,0,0,0,0,545490,1045
3039,1258,0,1046,0,0,0,0,545490,1045
3040,1258,0,1046,0,0,0,0,545490,1045
3041,1258,0,1046,0,0,0,0,545490,1045
3042,1258,0,1046,0,0,0,0,545490,1045
3043,1258,0,1046,0,0,0,0,545490,1045
3044,1258,0,1046,0,0,0,0,545490,1045
3045,1258,0,1046,0,0,0,0,545490,1045
3046,1258,0,1046,0,0,0,0,545490,1045
3047,1258,0,1046,0,0,0,0,545490,1045
3048,1258,0,1046,0,0,0,0,545490,1045
3049,1258,0,1046,0,0,0,0,545490,1045
3050,1258,0,1046,0,0,0,0,545490,1045
3051,1258,0,1046,0,0,0,0,545490,1045
3052,1258,0,1046,0,0,0,0,545490,1045
3053,1258,0,1046,0,0,0,0,545490,1045
3054,1258,0,1046,0,0,0,0,545490,1045
3056,1258,0,1046,0,0,0,0,545490,1045
3057,1258,0,1046,0,0,0,0,545490,1045
3058,1258,0,1046,0,0,0,0,545490,1045
3060,1258,0,1046,0,0,0,0,545490,1045
3061,1258,0,1046,0,0,0,0,545490,1045
3062,1258,0,1046,0,0,0,0,545490,1045
3063,1258,0,1046,0,0,0,0,545490,1045
3064,1258,0,1046,0,0,0,0,545490,1045
3065,1258,0,1046,0,0,0,0,545490,1045
3066,1258,0,1046,0,0,0,0,545490,1045
3067,1258,0,1046,0,0,0,0,545490,1045
3068,1258,0,1046,0,0,0,0,545490,1045
3069,1258,0,1046,0,0,0,0,545490,1045
3070,1258,0,1046,0,0,0,0,545490,1045
3071,1258,0,1046,0,0,0,0,545490,1045
3072,1258,0,1046,0,0,0,0,545490,1045
3073,1258,0,1046,0,0,0,0,545490,1045
3074,1258,0,1046,0,0,0,0,545490,1045
3075,1258,0,1046,0,0,0,0,545490,1045
3076,1258,0,1046,0,0,0,0,545490,1045
3077,1258,0,1046,0,0,0,0,545490,1045
3078,1258,0,1046,0,0,0,0,545490,1045
3079,1258,0,1046,0,0,0,0,545490,1045
3080,1258,0,1046,0,0,0,0,545490,1045
3081,1258,0,1046,0,0,0,0,545490,1045
3082,1258,0,1046,0,0,0,0,545490,1045
3083,1258,0,1046,0,0,0,0,545490,1045
