src,dst,triangle,2-star,4-clique,4-chordal-cycle,4-tailed-triangle,4-cycle,3-star,4-path
52,486,29,329,145,261,0,1457,27402,25097
13,486,38,311,107,596,0,1651,24531,22023
712,319,27,332,54,297,0,2021,29694,23231
50,66,104,178,1402,3954,0,590,8316,6847
13,66,23,340,49,204,0,3087,29214,25329
566,358,34,317,185,376,0,1003,26154,22929
111,319,34,317,68,493,0,1694,27316,21076
18,486,45,295,183,807,0,1414,22161,19790
11,486,30,325,42,393,0,1824,26796,24030
509,358,32,320,179,317,0,998,26665,23377
482,319,25,334,40,260,0,1901,30123,23587
317,193,15,354,26,79,0,1262,32377,28842
121,677,54,276,419,1012,0,1891,19050,17009
120,101,50,284,356,869,0,1452,21703,17031
68,66,99,186,1379,3472,0,638,9085,7482
881,53,28,328,25,353,0,1806,28668,23154
828,53,34,316,105,456,0,1784,26742,21244
18,66,22,340,49,182,0,3083,29259,25288
11,66,23,338,53,200,0,2912,28921,25120
908,486,38,307,212,491,0,1382,24009,21580
461,358,30,323,112,323,0,971,27181,23851
283,358,24,335,36,240,0,1389,29149,25407
123,319,25,333,97,203,0,2091,30006,23181
176,53,30,323,68,367,0,1657,27901,22445
22,319,30,323,49,386,0,1771,28371,21861
203,486,43,296,140,763,0,1523,22381,19756
147,358,6,370,2,13,0,1250,35336,31679
125,677,60,262,445,1325,0,1785,17199,15207
792,101,34,314,115,446,0,1849,26256,21036
60,53,38,306,128,575,0,1783,25281,19601
28,319,31,320,50,415,0,1618,27940,21482
901,508,32,317,142,354,0,1945,24964,23177
584,358,29,323,114,292,0,1182,27253,23568
584,193,30,321,103,332,0,1270,26932,23158
828,101,46,289,305,730,0,1412,22542,17662
203,66,32,317,163,333,0,2204,25564,22318
1047,53,37,307,129,537,0,1778,25479,19714
712,53,29,323,64,342,0,1718,27991,22294
1503,53,43,295,161,742,0,1361,23679,18325
133,677,37,306,190,476,0,1938,23452,21275
105,677,54,272,543,888,0,1576,18556,16724
111,53,26,328,53,272,0,1999,28848,22781
273,53,28,324,86,292,0,1788,28198,22340
332,53,32,316,61,435,0,1698,26922,21150
446,319,19,341,14,157,0,1934,31552,24484
342,319,39,301,105,636,0,1505,25152,18493
76,66,58,263,622,1031,0,1383,17811,15259
60,101,53,273,379,999,0,1518,20388,15222
318,319,102,174,791,4360,0,345,10186,4520
1047,101,43,292,200,703,0,1627,23106,17753
960,101,22,334,34,197,0,2010,29658,23943
30,101,30,318,44,391,0,1727,27058,21618
22,53,26,326,45,280,0,1689,28615,22671
21,53,24,330,31,245,0,1748,29269,23268
771,193,15,347,26,79,0,1144,31411,27476
130,319,19,339,27,144,0,1811,31317,24163
111,101,37,303,137,529,0,1658,24781,19314
273,101,37,303,264,402,0,1593,24781,19379
88,66,32,313,157,339,0,1442,25038,22348
267,66,41,295,135,685,0,1582,22311,19472
412,53,36,305,82,548,0,1772,25360,19228
482,101,31,314,96,369,0,1814,26517,20810
299,12,60,256,382,1388,0,1435,16356,14849
125,12,24,328,55,221,0,2527,26832,24269
453,319,31,313,85,380,0,1477,27198,20153
828,193,33,309,94,434,0,1065,25276,21245
104,677,58,259,465,1188,0,1828,16913,14670
123,101,49,277,395,781,0,1700,21114,15412
113,53,41,293,128,692,0,1472,23668,17638
50,677,53,269,432,946,0,1558,18228,16260
21,101,34,307,108,453,0,1490,25479,20002
566,486,41,292,185,635,0,1388,22011,19087
900,319,38,298,122,581,0,1341,24968,17944
254,319,12,350,12,54,0,1298,33366,26411
176,358,13,348,29,49,0,1297,31702,27379
407,53,24,326,38,238,0,1450,28807,22718
48,66,62,250,880,1011,0,1207,16284,13634
105,12,21,332,59,151,0,2801,27511,24634
284,12,43,288,250,653,0,2127,20713,18488
509,486,44,285,214,732,0,1302,21034,18134
582,358,110,153,1351,4644,0,369,7416,3843
1140,319,19,335,24,147,0,1873,30859,23213
326,319,31,311,75,390,0,1479,26995,19731
68,677,55,263,557,928,0,1325,17467,15661
26,319,31,311,46,419,0,1556,26995,19654
269,12,47,279,289,792,0,1493,19453,17835
777,508,50,272,322,903,0,1274,18385,17197
461,486,30,312,128,307,0,1433,25080,22003
1047,358,19,334,47,124,0,1183,29403,25025
960,358,21,330,55,155,0,841,28741,24703
338,358,12,348,30,36,0,1566,31783,27029
830,319,69,234,667,1679,0,1008,16597,9656
310,358,12,348,30,36,0,1542,31783,27053
263,319,66,240,620,1525,0,912,17305,10463
1047,193,15,342,18,87,0,1297,30751,26263
496,66,33,306,88,440,0,1816,24097,20752
736,53,30,312,65,370,0,1728,26680,20108
1111,53,39,294,116,625,0,1615,23962,17494
332,193,17,337,12,124,0,1255,29946,25415
147,486,31,309,121,344,0,1221,24646,21719
1087,101,30,311,66,369,0,1878,26281,20046
898,101,46,279,285,750,0,1432,21577,15772
647,101,21,329,26,184,0,2282,29152,22522
99,677,42,287,279,582,0,1965,20791,18285
283,66,42,287,295,566,0,1654,21319,18068
526,53,16,339,69,51,0,1199,31111,24981
72,53,33,305,99,429,0,1581,25654,19125
92,53,22,327,35,196,0,1925,29119,22257
977,358,24,322,101,175,0,996,27524,23161
482,358,13,344,22,56,0,1529,31176,26291
732,358,14,342,22,69,0,905,30834,26572
1023,319,31,308,62,403,0,1407,26698,19173
238,319,34,302,123,438,0,1348,25786,18317
977,193,9,352,12,24,0,1449,32564,27763
482,193,19,332,24,147,0,1187,29154,24605
940,101,35,300,97,498,0,1504,24654,18692
163,66,45,280,383,607,0,1683,20360,17017
256,66,50,270,471,754,0,1832,18990,15493
147,66,25,320,53,247,0,1241,26340,23459
453,53,41,288,143,677,0,1254,23193,16881
530,53,26,318,36,289,0,1801,27723,20879
1369,319,27,315,54,297,0,1612,27841,20002
394,319,21,327,48,162,0,1313,29761,22227
299,508,49,271,356,820,0,1265,18267,17053
270,486,32,305,83,413,0,1382,24096,20882
119,319,29,311,82,324,0,1494,27217,19494
736,101,35,299,102,493,0,1497,24553,18501
1111,101,43,283,142,761,0,1498,22233,16172
584,66,50,269,558,667,0,1594,18886,15566
97,53,39,291,117,624,0,1465,23677,17053
900,53,31,307,67,398,0,1693,26061,19217
76,677,55,258,466,1019,0,1066,16912,15175
1140,53,23,322,36,217,0,1776,28464,21441
1251,53,20,328,24,166,0,1538,29436,22654
306,53,28,312,89,289,0,1513,26884,20119
67,12,55,258,315,1170,0,1999,16708,14446
834,677,28,311,96,282,0,2044,24445,21716
376,319,30,307,64,371,0,1745,26715,18511
384,319,25,317,47,253,0,1898,28270,19918
284,508,45,277,305,685,0,1406,19100,17720
167,901,43,281,264,639,0,1409,19642,18289
145,319,44,279,186,760,0,1296,22627,14858
453,101,34,299,104,457,0,1557,24651,18343
85,319,28,311,106,272,0,1832,27331,19042
250,53,37,293,129,537,0,1529,24072,17177
835,53,33,301,112,416,0,1503,25256,18391
17,101,26,315,61,264,0,1549,27099,20807
771,486,45,276,212,778,0,1184,19995,16771
803,319,76,214,646,2204,0,683,14706,7402
364,319,24,318,46,230,0,1913,28486,20004
377,319,29,308,58,348,0,1747,26926,18605
284,901,48,270,208,920,0,1559,18139,16617
269,508,46,274,302,733,0,1301,18696,17404
267,677,39,288,103,638,0,1732,21033,18563
254,101,20,326,37,153,0,1201,28906,22868
97,101,47,272,358,723,0,1158,20860,14838
88,677,24,318,66,210,0,1708,25563,23132
120,66,62,242,778,1113,0,1299,15544,12318
243,53,32,302,84,412,0,1653,25459,18339
519,53,22,322,65,166,0,1121,28569,21991
1095,53,28,310,89,289,0,1458,26679,19758
41,319,23,320,50,203,0,1517,28804,20719
792,486,29,307,97,309,0,1176,24531,21264
647,358,18,329,41,112,0,1253,28876,23827
585,358,103,159,1316,3937,0,272,8221,4068
342,358,21,323,67,143,0,1017,27901,23085
1087,193,18,329,28,125,0,1180,28876,23900
585,193,98,169,1263,3490,0,296,9036,4864
1439,193,16,333,17,103,0,1236,29536,24506
96,101,29,307,83,323,0,1739,25959,19273
57,66,60,245,733,1037,0,1384,15940,12566
238,53,16,333,29,91,0,1636,30418,23224
1084,12,37,291,140,526,0,2274,21265,18656
908,12,48,269,236,892,0,1594,18196,16256
881,486,29,306,68,338,0,1367,24412,20886
940,193,15,334,16,89,0,1356,29747,24508
250,101,38,288,194,509,0,1624,23193,16511
643,101,34,296,71,490,0,1673,24357,17630
835,101,49,266,143,1033,0,1278,20157,13810
792,66,34,296,137,424,0,1716,22845,19099
125,54,102,160,1174,3977,0,526,6336,5858
382,508,30,303,120,315,0,1110,22891,21752
1143,319,18,327,26,127,0,1744,30109,21448
717,319,70,223,551,1864,0,471,15861,8421
736,193,14,335,18,73,0,1010,29959,24976
103,319,14,335,19,72,0,1760,31429,22756
243,101,26,311,40,285,0,1746,26677,19782
519,101,20,323,33,157,0,867,28573,22563
895,101,38,287,254,449,0,1584,23101,16356
311,101,27,309,79,272,0,1872,26368,19346
705,101,24,315,51,225,0,1345,27301,20809
84,319,21,321,46,164,0,1527,29140,20693
828,66,50,263,561,664,0,1546,18283,14624
167,54,38,287,181,522,0,1575,20469,18997
48,677,50,263,475,750,0,1089,17667,15697
32,53,25,313,97,203,0,1498,27306,20024
523,358,36,290,138,492,0,1015,22996,17894
857,319,31,300,49,416,0,1591,25950,17309
238,101,26,310,35,290,0,1347,26574,19974
105,54,97,168,1404,3252,0,637,6997,6394
284,54,27,308,60,291,0,1859,23587,21832
347,53,33,296,90,438,0,1691,24781,17188
36,319,28,306,88,290,0,1314,26856,18495
13,508,34,294,138,423,0,1712,21562,19797
1047,486,36,289,195,435,0,1352,21996,18268
712,486,23,315,67,186,0,1534,25909,22012
960,486,38,285,139,564,0,1155,21424,17891
317,677,18,325,41,112,0,2237,26796,23617
206,319,37,287,108,558,0,1524,24109,15408
119,101,46,269,206,829,0,1194,20712,14140
67,508,45,271,305,685,0,1471,18335,16779
739,66,66,229,720,1425,0,918,14186,11002
60,66,98,165,1208,3545,0,545,7914,5071
888,53,21,319,38,172,0,1816,28361,20544
368,53,30,301,51,384,0,1384,25580,18186
52,901,48,265,279,849,0,1503,17514,15963
17,358,25,311,38,262,0,935,26187,21083
13,901,37,287,98,568,0,1733,20539,18769
630,901,42,276,252,609,0,1428,19006,17516
279,358,29,302,81,325,0,1055,24859,19537
230,319,17,326,19,117,0,1664,30127,21184
644,101,25,310,30,270,0,1789,26679,19427
97,193,17,326,15,121,0,1248,28615,23112
81,193,17,326,28,108,0,1129,28615,23231
1047,66,30,300,128,307,0,2204,23575,19071
569,53,11,338,31,24,0,1409,31528,24016
572,53,26,308,48,277,0,1291,26698,19289
671,53,11,338,6,49,0,2008,31528,23417
51,53,32,296,119,377,0,1487,24892,17281
46,101,40,280,256,524,0,1404,22269,15387
18,508,39,282,216,525,0,1572,19861,18188
216,12,35,290,105,490,0,1731,21204,18970
977,486,31,297,148,317,0,1164,23236,19556
732,486,54,251,109,1322,0,891,16957,13527
326,358,24,311,80,196,0,921,26281,21003
914,319,57,245,434,1162,0,885,18666,10339
326,193,14,331,12,79,0,1127,29481,24007
118,358,17,325,30,106,0,980,28500,23170
460,101,42,275,275,586,0,1407,21631,14637
376,101,29,301,74,332,0,1839,25362,17949
271,101,27,305,51,300,0,1647,25966,18747
384,101,28,303,68,310,0,1917,25663,18173
85,101,47,265,299,782,0,1466,20286,13228
695,66,43,273,404,499,0,1443,19756,15929
111,66,47,265,215,866,0,1177,18684,15119
273,66,66,227,772,1373,0,1143,14029,10479
369,53,24,311,29,247,0,1443,27217,19545
18,901,36,287,118,512,0,1711,20559,18771
936,319,60,238,518,1252,0,946,17886,9371
587,319,12,334,26,40,0,806,31566,23239
125,121,121,116,1346,5914,0,376,3307,2987
364,101,28,302,68,310,0,1888,25566,17997
377,101,29,300,74,332,0,1826,25266,17758
1143,53,19,320,25,146,0,1725,28689,20626
84,53,36,286,128,502,0,1428,23555,15772
174,53,36,286,100,530,0,1316,23555,15884
103,53,34,290,102,459,0,1331,24129,16445
264,53,29,300,72,334,0,1631,25599,17620
412,486,24,309,70,206,0,1140,25122,21324
551,358,63,231,888,1065,0,751,15577,10237
447,319,33,291,193,335,0,1202,24931,16062
1352,319,16,325,18,102,0,1505,30150,20995
373,319,36,285,103,527,0,1008,24070,15392
284,777,47,263,296,785,0,1325,17167,15961
203,508,48,261,340,788,0,1318,17056,15556
551,193,69,219,916,1430,0,807,14233,8831
1095,193,31,295,49,416,0,1124,23961,18280
705,193,49,259,195,981,0,962,18993,13456
160,486,38,281,164,539,0,990,21006,17344
167,121,32,293,133,363,0,1727,21318,19733
979,101,41,275,203,617,0,1262,21739,14674
572,101,20,317,36,154,0,1312,27934,20840
671,101,30,297,89,346,0,1419,24874,17663
123,66,110,137,1471,4524,0,312,5956,3048
51,101,44,269,291,655,0,1566,20926,13554
50,54,95,167,1227,3238,0,610,6945,6306
22,66,18,321,34,119,0,2676,26932,21752
14,53,27,303,92,259,0,1374,26107,18272
269,777,50,256,296,929,0,1243,16265,15132
133,121,49,258,359,817,0,1406,16516,15231
105,121,92,172,1195,2991,0,734,7314,6658
412,66,31,294,99,366,0,1885,22831,18355
160,66,21,314,33,177,0,1967,25861,21313
28,66,17,322,28,108,0,2370,27129,22182
20,53,33,290,148,380,0,1483,24244,16178
566,12,40,276,248,532,0,1377,19306,17267
504,358,66,223,867,1278,0,667,14771,9315
394,358,54,247,267,1164,0,830,17579,11972
1310,319,61,233,583,1247,0,878,17488,8662
225,319,31,293,100,365,0,1404,25348,16026
504,193,65,225,846,1234,0,832,14994,9374
269,121,32,291,66,430,0,1491,21031,19673
120,677,49,257,347,829,0,1326,17086,14484
103,101,39,277,120,621,0,1202,22124,14900
717,101,25,305,61,239,0,1181,26184,18995
1358,66,33,289,82,446,0,1600,22142,17874
68,54,93,169,1316,2962,0,570,7128,6498
255,53,36,283,99,531,0,1363,23303,15237
509,12,41,273,263,557,0,1415,18916,16797
317,12,51,253,302,973,0,1746,16296,13836
1256,12,53,249,319,1059,0,1351,15796,13729
834,508,22,310,57,174,0,1834,24066,21995
407,486,28,298,110,268,0,1040,23573,19640
525,358,29,296,132,274,0,857,24256,18547
724,358,15,324,22,83,0,1145,28582,22599
342,486,32,290,162,334,0,1256,22401,18248
894,319,58,238,472,1181,0,789,18138,9276
1000,319,21,312,17,193,0,1371,28276,18869
284,299,42,270,238,623,0,1515,18091,16709
240,358,14,326,20,71,0,1098,28906,22971
961,193,31,292,99,366,0,871,23670,17945
133,125,41,272,287,533,0,1679,18361,16816
105,125,108,138,1368,4410,0,399,4693,4361
70,101,41,272,278,542,0,1327,21496,14033
113,66,27,300,86,265,0,1860,23794,19196
272,66,53,248,558,820,0,1310,16696,12622
57,677,50,254,336,889,0,1345,16731,14055
218,53,27,300,32,319,0,1397,25831,17622
36,101,31,292,105,360,0,1434,24306,16746
461,12,47,260,268,813,0,1167,17211,15292
283,12,37,280,87,579,0,1445,19901,17714
792,677,32,289,122,374,0,1451,21492,18673
376,358,20,313,47,143,0,1314,26886,20628
384,358,21,311,52,158,0,1304,26575,20326
579,358,77,199,1249,1677,0,396,12351,6954
1376,319,63,227,519,1434,0,775,16929,7947
995,319,57,239,470,1126,0,848,18321,9272
269,299,38,277,215,488,0,1418,19046,17762
216,508,29,295,111,295,0,1753,21819,19793
347,193,9,335,8,28,0,1348,30439,24158
579,193,72,209,1211,1345,0,620,13366,7750
164,319,19,315,35,136,0,1582,28809,19064
133,167,27,299,78,273,0,1876,22201,20474
109,101,33,287,87,441,0,1102,23641,16298
71,101,42,269,281,580,0,1319,21148,13579
898,66,45,263,373,617,0,1701,18643,14109
1439,66,34,285,104,457,0,1561,21646,17263
99,54,77,199,910,2016,0,783,9891,9027
322,53,25,303,30,270,0,1427,26341,17985
587,53,15,323,70,35,0,998,29461,21544
881,677,25,302,36,264,0,1719,23434,20298
803,358,13,326,18,60,0,741,29007,23227
364,358,21,310,52,158,0,1286,26471,20138
377,358,20,312,47,143,0,1308,26781,20427
1309,319,59,234,571,1140,0,890,17797,8574
1104,319,23,306,41,212,0,1443,27481,17741
395,319,29,294,105,301,0,1260,25687,16124
803,193,22,308,69,162,0,745,26163,20370
142,319,31,290,67,398,0,1311,25105,15489
133,105,44,264,441,505,0,1247,17292,16177
255,101,29,294,102,304,0,1637,24711,16723
930,101,36,280,249,381,0,1318,22709,15033
940,66,31,290,109,356,0,1685,22401,17819
203,54,32,288,140,356,0,1793,20692,18843
447,53,16,320,26,94,0,1513,29040,20487
73,53,20,312,44,146,0,1376,27780,19360
630,777,27,297,69,282,0,1644,21934,20378
538,358,77,197,888,2038,0,397,12256,6653
572,358,38,275,219,484,0,779,21421,15475
892,319,61,229,498,1332,0,902,17286,7918
907,319,34,283,147,414,0,978,24171,14754
819,319,22,307,49,182,0,1494,27699,17778
269,284,54,243,364,1067,0,1032,14641,13730
572,193,40,271,191,589,0,928,20877,14780
671,193,17,317,26,110,0,897,27616,21573
218,101,27,297,50,301,0,1473,25210,17273
722,101,35,281,135,460,0,1393,22906,15041
94,677,32,287,77,419,0,1731,21261,18049
67,777,38,275,208,495,0,1471,18799,17405
736,66,39,273,123,618,0,1283,20056,15789
156,53,25,301,26,274,0,1496,26160,17494
499,53,26,299,70,255,0,1145,25861,17545
50,121,93,165,1114,3164,0,596,6744,6190
1149,319,35,280,156,439,0,1202,23816,14042
382,299,21,308,65,145,0,1062,23571,22645
1335,193,16,318,34,86,0,1225,27826,21352
558,101,10,330,6,39,0,1205,30424,22656
1055,101,37,276,227,439,0,1485,22270,14195
231,101,29,292,48,358,0,1656,24534,16296
660,66,31,288,130,335,0,1553,22192,17583
523,66,31,288,265,200,0,1822,22192,17314
72,66,55,240,505,980,0,1281,15880,11519
63,101,23,304,47,206,0,1649,26316,18091
60,677,48,254,435,693,0,1493,16843,13795
76,54,50,250,552,673,0,1310,15621,14194
1310,53,19,312,25,146,0,1619,27901,18996
93,53,33,284,126,402,0,1488,23743,14955
1341,53,32,286,93,403,0,1474,24027,15254
1300,53,26,298,52,273,0,1372,25773,17108
913,53,33,284,97,431,0,1306,23743,15137
712,677,29,291,73,333,0,1732,21895,18568
566,508,151,47,1342,9983,0,15,801,265
1142,486,48,253,203,925,0,856,17598,13424
338,677,25,299,44,256,0,1851,23071,19629
310,677,25,299,44,256,0,1832,23071,19648
191,677,24,301,48,228,0,1770,23370,20010
83,101,45,259,436,554,0,1051,20063,12297
73,101,25,299,48,252,0,1546,25623,17382
68,121,82,185,1062,2259,0,829,8494,7697
530,66,28,293,144,234,0,1780,22956,18042
62,53,29,291,40,366,0,1406,24807,15982
983,53,27,295,57,294,0,1589,25391,16385
1000,53,24,301,26,250,0,1472,26282,17396
50,299,25,299,73,227,0,1436,22213,20902
13,125,20,309,34,156,0,2501,23728,21357
908,777,58,232,390,1263,0,1237,13389,12170
566,901,31,286,153,312,0,1489,20562,18704
509,508,150,48,1353,9822,0,16,841,271
1256,508,52,244,385,941,0,1078,15051,13517
496,508,40,268,201,579,0,1329,18111,16338
332,677,23,302,44,209,0,1848,23550,20053
326,486,44,260,267,679,0,754,18534,14382
515,319,15,318,22,83,0,1530,29611,19262
442,319,16,316,23,97,0,1280,29295,19195
951,319,20,308,18,172,0,1508,28051,17719
1074,319,15,318,20,85,0,1653,29611,19139
317,508,51,246,394,881,0,1212,15295,13628
306,486,30,288,124,311,0,1040,22356,17932
111,677,23,302,67,186,0,1898,23550,20003
104,167,38,272,172,531,0,1526,18369,16961
499,101,19,310,39,132,0,1350,27351,19194
96,486,27,294,132,219,0,1031,23226,18814
70,358,11,326,11,44,0,1105,29215,22655
67,125,37,274,121,545,0,1565,18648,17188
97,66,52,244,474,852,0,1303,16443,11900
900,66,44,260,348,598,0,1262,18451,13957
279,66,34,280,242,319,0,1790,21141,16129
763,53,29,290,84,322,0,1288,24724,15893
164,53,17,314,21,115,0,1556,28336,19249
52,167,75,198,624,2151,0,907,9711,8885
42,319,18,312,36,117,0,1436,28669,18411
26,486,20,308,8,182,0,1572,25326,20380
732,677,22,303,29,202,0,1625,23731,20397
509,901,32,283,172,324,0,1455,20153,18295
496,901,42,263,155,706,0,1478,17433,15542
461,508,41,265,252,568,0,1407,17730,15843
564,358,60,227,793,977,0,738,15631,9282
457,319,30,287,102,333,0,1339,25005,14697
365,319,20,307,32,158,0,1057,27965,17949
945,319,54,239,532,899,0,862,18717,8862
206,358,21,305,47,163,0,1032,25966,19362
201,319,31,285,67,398,0,1151,24720,14599
564,193,56,235,796,744,0,790,16551,10154
630,167,39,269,275,466,0,1331,17968,16747
126,121,37,273,134,532,0,1432,18538,17158
109,193,11,325,10,45,0,1116,29106,22428
104,105,97,153,1219,3437,0,683,5782,5163
104,133,48,251,328,800,0,1651,15631,14093
544,101,19,309,38,133,0,690,27256,19640
390,101,29,289,72,334,0,1420,24276,15920
1187,101,17,313,19,117,0,1520,27876,19432
93,101,54,239,509,922,0,909,17701,9831
71,358,13,321,16,62,0,1074,28462,21824
1140,66,20,307,44,146,0,1879,25131,19961
1251,66,18,311,36,117,0,1563,25747,20895
118,66,65,217,961,1119,0,1056,13386,8994
208,53,21,305,49,161,0,1116,27010,18234
688,53,36,275,74,556,0,1034,22675,13966
142,53,30,287,76,359,0,1451,24355,15235
50,105,87,173,1192,2549,0,600,7402,6876
50,133,38,271,323,380,0,1682,18231,16672
37,319,28,291,93,285,0,1191,25581,15423
26,66,21,305,43,167,0,2310,24826,19224
18,125,23,301,42,211,0,2349,22520,20281
13,105,15,317,32,73,0,2740,24970,22376
13,284,33,281,122,406,0,2130,19606,17604
792,12,40,267,120,660,0,1174,18289,16048
11,299,36,275,124,506,0,1739,18789,17147
11,125,23,301,40,213,0,2221,22520,20409
461,901,28,290,88,290,0,1791,21169,18945
930,358,11,324,10,45,0,963,28998,22365
448,319,26,294,63,262,0,1065,26086,15920
311,486,26,294,69,256,0,1310,23311,18450
630,284,32,282,101,395,0,1581,19749,18291
256,508,26,294,42,283,0,1519,21786,19766
230,358,13,320,17,61,0,1092,28356,21592
123,677,41,264,393,427,0,1640,18253,14823
203,121,24,298,95,181,0,2117,22101,20035
381,101,26,294,62,263,0,1403,25062,16606
67,105,42,262,169,692,0,1350,17039,15802
67,284,43,260,298,605,0,1526,16779,15365
250,66,47,252,390,691,0,1560,17514,12552
263,66,36,274,166,464,0,1594,20396,15411
1097,66,30,286,86,349,0,1352,22070,17333
830,66,30,286,134,301,0,1468,22070,17217
320,53,24,298,57,219,0,1481,26021,16751
902,53,34,278,99,462,0,1282,23151,14070
50,269,24,298,54,222,0,1533,22056,20664
13,269,37,272,154,512,0,1531,18364,16961
412,677,29,287,93,313,0,1424,21441,18176
1236,319,23,299,35,218,0,1293,26893,16365
307,486,30,285,125,310,0,1162,22056,17252
1084,299,55,235,301,1184,0,1327,13719,12449
908,299,59,227,365,1346,0,1159,12799,11693
